id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
25973713,Complete house | 14 people | Antwerp City Center,"The holiday home for 14 people is located in the historic center of Antwerp<br /><br />You stay in Lange Riddersstraat, a quiet street in the Fashion District, a few steps from:<br /><br />- VRIJDAGMARKT (FRIDAY MARKET)<br />A piece of Provence in Antwerp with nice cafés, terraces and with the UNESCO World Heritage Museum of Plantin-Moretus. On Friday morning, the square changes into an outdoor auction of old items and furniture.<br /><br />- GROENPLAATS<br />One of the most famous squares of Antwerp with a cozy atmosphere, cafés and restaurants dominated by the beautiful Cathedral of our Lady<br /><br />- GROTE MARKT <br />with the impressive building of the Town Hall and the statue of Brabo is overlooking the scenery. <br /><br />- KLOOSTERSTRAAT<br />Well known street for antiques, brocante, vintage and interior design shops. De Kloosterstraat is also worth visiting on Sunday when all the shops are open.<br /><br />- FASHION DISTRICT<br />With many renowned designers of the Antwerp ",4113286,Kathleen,t,5,5,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21551,4.3964,Entire house,Entire home/apt,14,,5 baths,4,14,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Room-darkening shades"", ""Washer"", ""Coffee maker"", ""Cable TV"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Private entrance"", ""Dishes and silverware"", ""Indoor fireplace"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Keypad"", ""Crib"", ""Smoke alarm"", ""High chair"", ""Paid parking off premises"", ""Shampoo"", ""Children\u2019s dinnerware""]",$463.00 ,2,90,2,3,1125,1125,2,1125,t,30,60,90,109,29,3,0,97,10,10,10,10,10,9,t,2,2,0,0,0.96
26023466,Well located cozy duplex with an amazing terrace,"Trendy area with plenty bars and restaurants situated at the yacht , close to musea as MAS, Red Star Line …",195447870,Barbara,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.2257,4.40442,Entire apartment,Entire home/apt,4,,1 bath,2,3,"[""Sound system"", ""Shampoo"", ""Kitchen"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Dishwasher"", ""Body soap"", ""Hangers"", ""Essentials"", ""Waterfront"", ""Indoor fireplace"", ""Portable fans"", ""Keypad"", ""TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Bathtub"", ""Laundromat nearby"", ""Shower gel"", ""Long term stays allowed"", ""Wifi"", ""Washer"", ""Room-darkening shades"", ""First aid kit"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Nespresso machine"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Baking sheet"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Cable TV"", ""Cooking basics"", ""Patio or balcony"", ""Smoke alarm""]",$116.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,239,146,19,0,98,10,10,10,10,10,9,f,2,2,0,0,4.75
26181108,"Virginie LOVEling, quiet, with lovely garden",De meest bruisende en dynamische wijk van de stad.  Goede restaurants op wandelafstand zo ook marktjes (op vrijdag en zaterdag) en culturele huizen.,37722028,Zouhra,t,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Stuivenberg,51.22013,4.43081,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Stove"", ""Oven"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""First aid kit"", ""Heating"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Private entrance"", ""Garden or backyard"", ""Pocket wifi"", ""Dishes and silverware"", ""Free street parking"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Iron"", ""Smoke alarm"", ""High chair"", ""Shampoo""]",$95.00 ,2,14,2,2,14,14,2,14,t,30,60,90,365,42,3,0,100,10,10,10,10,9,10,t,3,3,0,0,1.41
26187478,New Hip Center Apt 2 Bdrms Trendy Kloosterstraat,"Just off the Kloosterstraat which is famous for its boutique shops, cafes, bars and restaurants!",4371798,Nina,f,4,4,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21702,4.39467,Entire apartment,Entire home/apt,4,,1 bath,2,2,"[""Kitchen"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Wifi"", ""Washer"", ""Stove"", ""Free street parking"", ""Hot water"", ""Oven"", ""Bed linens"", ""Iron"", ""Hair dryer"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Smoke alarm""]",$114.00 ,2,120,2,2,120,120,2,120,t,0,0,0,243,26,0,0,98,10,10,10,10,10,10,f,2,2,0,0,0.84
26193437,"Green, bright apartment with amazing views","A quiet area, residential and a lot of offices, but also very nice restaurants and (lunch)bars. <br />--> a mix of young people, business people and older couples<br />--> in between a lot of parks and green areas (the greenest area around town)<br />--> a vibrant area, but not at all touristy.<br />--> superaccessible by car from/to Holland/Bruges/Ghent/Brussels/...<br /><br />Very close and central (+/- 2km) between different more touristy spots",20296074,Stan,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Markgrave,51.1975,4.40932,Entire apartment,Entire home/apt,4,,1 bath,2,4,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Bathtub"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""First aid kit"", ""Stove"", ""Elevator"", ""Free street parking"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Coffee maker"", ""Outlet covers"", ""Cooking basics"", ""Patio or balcony"", ""Smoke alarm""]",$90.00 ,2,30,2,2,30,30,2,30,t,4,34,64,64,8,0,0,100,10,10,10,10,9,10,f,1,1,0,0,0.26
26298543,"Room Rosalie LOVEling, with private bathroom!",De meest bruisende en dynamische wijk van de stad.  Goede restaurants op wandelafstand zo ook marktjes (op vrijdag en zaterdag) en culturele huizen.,37722028,Zouhra,t,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Stuivenberg,51.21944,4.43114,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Bed linens"", ""Private entrance"", ""Coffee maker"", ""First aid kit"", ""Heating"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hangers"", ""Fire extinguisher"", ""Hair dryer"", ""Essentials""]",$51.00 ,2,3,2,2,3,3,2,3,t,30,60,90,365,39,3,0,97,10,10,10,10,9,10,t,3,3,0,0,1.28
26317331,Nice appartement with terrace and airco,"Nice neighborhood with bakery, bucher, pizzeria and coffee house as neighbors",197906689,Guy,f,1,1,t,f,"Antwerpen, Vlaanderen, Belgium",Wilrijk Centrum,51.17193,4.39071,Entire apartment,Entire home/apt,3,,1 bath,1,3,"[""Bed linens"", ""Air conditioning"", ""Washer"", ""Private entrance"", ""TV"", ""Kitchen"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Shampoo"", ""Lockbox"", ""Essentials""]",$75.00 ,120,120,120,120,120,120,120,120,t,29,59,89,364,1,0,0,,,,,,,,f,1,1,0,0,0.04
26327799,"Top located, fully equipped, 50m2 flat (1st floor)",,197996259,Bart,f,2,2,t,t,,Universiteitsbuurt,51.22001,4.40641,Entire apartment,Entire home/apt,3,,1 bath,,1,"[""Hair dryer"", ""Private entrance"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""TV"", ""Kitchen"", ""Heating"", ""Smoke alarm"", ""Wifi"", ""Hangers"", ""Shampoo"", ""Iron"", ""Essentials""]",$67.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,195,37,2,94,10,9,10,10,10,9,t,2,2,0,0,6.4
26330334,"Top located, fully equipped, 50m² flat (2nd floor)",,197996259,Bart,f,2,2,t,t,,Theaterbuurt-Meir,51.21936,4.40816,Entire apartment,Entire home/apt,3,,1 bath,,1,"[""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Private entrance"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$67.00 ,1,1125,1,1,1125,1125,1,1125,t,26,55,85,356,241,68,0,92,9,9,10,10,10,9,t,2,2,0,0,7.96
26347234,Cosy Antwerp City Center apartment,"Apartment located in the historical Antwerp city center just a few steps away from great restaurants and shops, the Cathedral and the “Grote Markt”. Public car park (Car Park Grote Markt) at 2 min. Fantastic view onto the “Pagadder Tower” and the backside of the beautiful historical 16th century guildhalls of the “Grote Markt”.",193627086,Willy,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22246,4.39943,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Dryer"", ""Wifi"", ""Washer"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Smoke alarm""]",$37.00 ,30,360,30,30,1125,1125,30,1125,t,0,0,0,212,2,1,0,100,10,10,10,10,10,10,t,2,2,0,0,0.08
26351917,Simple but nice budget room in French appartment.,,10090207,Paul,f,2,2,t,t,,Stadspark,51.21177,4.41038,Private room in apartment,Private room,2,,1 shared bath,1,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Dryer"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Oven"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Coffee maker"", ""Patio or balcony"", ""Dedicated workspace""]",$45.00 ,1,5,1,1,1125,1125,1,1125,t,28,58,88,363,7,1,0,83,8,9,8,9,10,9,f,2,0,2,0,0.27
26403428,City mansion with garden,,97905931,Thomas,f,1,1,t,t,,Stuivenberg,51.22487,4.43533,Entire townhouse,Entire home/apt,4,,1.5 baths,1,1,"[""Hair dryer"", ""Private entrance"", ""Washer"", ""Indoor fireplace"", ""TV"", ""Kitchen"", ""Heating"", ""Wifi"", ""Iron"", ""Essentials""]",$85.00 ,5,1125,5,5,1125,1125,5,1125,t,27,57,87,87,1,0,0,,,,,,,,f,1,1,0,0,0.03
26457685,bright studio in historical center of Antwerp,"Midden ""historisch centrum"" bedoeld midden erin. De grote markt, de groenplaats, Carolus Bortholemeus kerk, de kathedraal het zijn allemaal buren. Tussen deze gekende locaties bevinden zich tal van andere gezellige plaatsen om de body te ontspannen. Ook geschiedenis en cultuur is tof en daarom een grote verscheidenheid aan musea. <br />Ben je gekomen om te schoppen (meir, huidevettestraat, wilde zee, ea), ook dit is allemaal bereikbaar binnen onze cirkel van 15 minuten.",198954594,Dirk & Daniella,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.21941,4.4027,Entire apartment,Entire home/apt,2,,1 bath,1,2,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Room-darkening shades"", ""First aid kit"", ""Stove"", ""Smoke alarm"", ""Hot water"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace""]",$60.00 ,2,365,2,2,1125,1125,2,1125,t,0,27,57,322,91,17,0,98,10,10,10,10,10,10,t,1,1,0,0,3.02
26464842,Irina&Gianpaolo,,35217596,Irina,t,1,1,t,t,,Universiteitsbuurt,51.22181,4.40828,Entire townhouse,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Board games"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Paid parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Conditioner"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Hot water kettle"", ""First aid kit"", ""Heating"", ""Microwave"", ""Luggage dropoff allowed"", ""Private entrance"", ""Garden or backyard"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Ethernet connection"", ""Single level home"", ""Smoke alarm"", ""Portable fans"", ""Shampoo"", ""Lockbox""]",$62.00 ,1,1124,1,2,1125,1125,1.3,1125,t,1,1,1,1,21,4,0,97,10,10,10,10,10,10,f,1,1,0,0,0.7
26578804,D.Cristina Guest House,Park Spoor Noord,164049778,Helio,f,1,1,t,t,"Antwerpen, Flanders, Belgium",Stuivenberg,51.22877,4.42722,Private room in house,Private room,1,,4 shared baths,2,2,"[""Lock on bedroom door"", ""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Private living room"", ""Free street parking"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Ethernet connection"", ""Smoke alarm"", ""Paid parking off premises""]",$38.00 ,2,31,2,2,31,31,2,31,t,29,59,89,364,30,1,0,96,10,10,10,10,9,10,f,1,0,1,0,0.99
26592318,Luxurious Condo in Antwerp (incl. Indoor Parking),"The condo is in one of the most beautiful suburbs of Antwerp close to the major parks of the city.<br /><br />It is very close by to 'Den Brandt Park', 'Nightingale Park' and 'Middelheim Park', the latter full of art monuments (free entrance). These parks are among the most beautiful of Flanders and definitely the most beautiful of Antwerp.<br />Across the street you'll find a Carrefour Express. Within 100m you can find a pharmacy, a grocer, a fishmonger, a fromagerie, a pizzeria, a winery, a chip shop and a Chinese. <br /><br />Next door, on the corner of the street, one finds a nice Italian restaurant (La Tavola Italiana). In Den Brandt Park (in the former coach house of the castle) you have the amazing restaurant Danieli il Divino, in a gorgeous setting with great staff and a fantastic menu, it's simply never disappointing!<br /><br />Wilrijk is also home to the largest Jain Temple (outside of India) constructed totally out of imported white marble.",103833743,Marnik,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Middelheim,51.18304,4.39287,Entire condominium,Entire home/apt,4,,1 bath,2,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""Indoor fireplace"", ""Breakfast"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Bathtub"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""Fireplace guards"", ""Elevator"", ""First aid kit"", ""Free street parking"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Extra pillows and blankets"", ""Window guards"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$100.00 ,3,1125,3,3,1125,1125,3,1125,t,1,1,1,1,19,0,0,94,10,9,9,9,10,9,f,1,1,0,0,0.63
26615200,Apartment in the greenest suburb of Antwerp,"I absolutely love living in this neighbourhood! It is a great choice for travelers who are interested in clean air, parks and outdoor activities. <br />From the apartment it is about 4 km to the city center of Antwerp which takes you 15 min by bike or by public transport. The beautiful parks and Middelheim open air art museum are a couple of streets away. Good combo of city buzz and green.<br />There are great restaurants close-by and a bakery & supermarket around the corner.",38361136,Stephanie,f,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Hoogte,51.18176,4.39052,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Hangers"", ""Essentials"", ""Dishwasher"", ""Patio or balcony"", ""Smoke alarm"", ""Shampoo"", ""Stove"", ""Bathtub"", ""Single level home"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Elevator"", ""Washer"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Oven"", ""Wifi"", ""Hair dryer"", ""Heating"", ""Cooking basics""]",$40.00 ,3,60,3,3,1125,1125,3,1125,t,0,0,0,0,9,4,0,90,10,10,10,10,9,9,f,1,1,0,0,0.3
26652309,Blue beautiful hygienic apartment in the centre,"The apartment is situated on the prime location known as the ‘Quartier National’. On a stone’s throw from the cathedral, in the bustling fashion district of the city and near the retro antique shops where it is pleasant to relax on Sundays. Among boutiques, chocolate makers and restaurants, you will find also a popular and trendy breakfast bar where you can eat at heart’s delight. The apartment is conveniently located within walking distance (200m) from the quays where you can park your car for free on the public park spaces provided.",36696454,Billy,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21491,4.39848,Entire apartment,Entire home/apt,4,,1.5 baths,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Carbon monoxide alarm"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Outlet covers"", ""Pack \u2019n Play/travel crib"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""First aid kit"", ""Cable TV"", ""Heating"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bathtub"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Fire extinguisher"", ""Dryer"", ""Iron"", ""Ethernet connection"", ""Crib"", ""Smoke alarm"", ""High chair"", ""Shampoo"", ""Children\u2019s books and toys"", ""Lockbox"", ""Children\u2019s dinnerware""]",$77.00 ,2,1125,2,2,1125,1125,2,1125,t,0,0,0,0,34,6,0,96,10,10,10,10,10,9,f,1,1,0,0,1.13
26668817,Cozy Studio In Heart Of Antwerp City,"You are in a heart of Antwerp city, everything nearby! Antwerp central station, tram and bus stations! Also flexbus station!",200479402,Eline,t,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,51.21957,4.4228,Entire apartment,Entire home/apt,3,,1 bath,,2,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Indoor fireplace"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Shower gel"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Cleaning before checkout"", ""Air conditioning"", ""Extra pillows and blankets"", ""Coffee maker"", ""Cable TV"", ""Cooking basics"", ""Dedicated workspace""]",$78.00 ,1,8,1,2,8,8,1.3,8,t,0,0,0,1,26,6,0,96,10,10,10,10,10,9,t,1,1,0,0,1.05
26764297,Unique Apartment with Terrace - 10 min to Station,"Nearby places of interest:<br />- The Jane, two-Michelin-star restaurant with a long waiting list. But in the evenings you can also try their 'drinks & bites' in the upper room bar.<br />- Antwerp Central Park is less than 5 minutes away.<br />- The Zoo is also easy to reach by foot <br />- If you want to try ""Frieterij"", you will probably find the best fries you ever had, the place is just 10 minutes away.<br />- The city center is less than 20 minutes by foot.",88607358,Uwe,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Zurenborg,51.21062,4.42379,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Stove"", ""Oven"", ""Extra pillows and blankets"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Room-darkening shades"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Heating"", ""Microwave"", ""Dishwasher"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""Fire extinguisher"", ""Dryer"", ""Ethernet connection"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo"", ""Lockbox""]",$54.00 ,3,1125,3,3,1125,1125,3,1125,t,25,55,85,176,57,15,1,97,10,10,10,10,10,10,f,1,1,0,0,1.91
